title,url,author,date,text,images,keyword,item_index
유각사? 보석사? 상중악세사?,https://www.inven.co.kr/board/lostark/6271/2054748?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,당당,2025-05-28 05:37,난 그냥 흔한 1730이고 유각은 안상 아드 둘뿐이야  악세는 목귀귀 상단일이고 반지는 샀어  보석은 8둘둘이고 로펙은 2590 나옴,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석감가라 던지는건알겠어 근데,https://www.inven.co.kr/board/lostark/6271/2054733?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,나로크,2025-05-28 05:28,하브이상에서 7겁작 노유각으로 오면 욕박을꺼야 돈이없어서 못맞췄다는 인정 근데 최대점수가 높은데 점수가 -200점이다? 나로크 부메랑갈긴다,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
저받3장 원한9장,https://www.inven.co.kr/board/lostark/6271/2054711?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,아니테제32,2025-05-28 05:14,로아온전까진 다읽겠네 풀유각후아,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
한달 좀 넘는 동안 골드버는 거랑 유각 주운 거 깐부 다 줬는데,https://www.inven.co.kr/board/lostark/6271/2054686?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,예홍,2025-05-28 04:59,아드 저받 돌대 풀유각에 원한 뾰루지 뚫음 혼자 했으면 두달 걸렸으려나 이제 내 지갑이 돼라 블레이드,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
아오 좆벤 음침한 세기들 신상털고 협박ㅈㄴ하네,https://www.inven.co.kr/board/lostark/6271/2054662?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Negative,2025-05-28 04:49,레벨이랑 내실 보석 안가려 놓았다가 신상 털려서 친추 온거 뭐지 하고 받았다가 방명록 나이스단한테 테러 당했는데 방명록에 꼬우면 나이스단 하라던 소서야 니 닉네임도 공개할수 있어 너도 조심해  쪽지로 닉공 하기전에 나대지말고 짜져있으라고 보딱한테 협박당했는데   무서워서 커뮤질 하겠냐  급하게 가려 놓았는데 이미 존나 털렸네 씨발  당당한 스펙은 아니긴 하지만 배럭들중 7겁작에 주딜 8겁작도 있기도 하고  딱히 캥길건 없는데 본캐 충단이 ㅈ박아서 버프 안해주면 본캐 바꿀지 고민중이라  아직 유각 덜 읽고 악세가 상중 상하 따리라 좀  신상 털리면  익명성 보장 안되서 뭐만하면 닉네임 공개 하고 조리돌림 당할것 같아서 두렵네   아니 시발... 이걸 털어서 협박할줄은 진짜 생각도 못했네 인장 도입전에 특정된다고 인장 안깐다는 애들 말이 이제야 이해 될거같음,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1184374776.jpg?MW=800;https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1634794193.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
1680 서폿 적정보석,https://www.inven.co.kr/board/lostark/6271/2054627?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,거절,2025-05-28 04:33,여홀나 1680까지만 찍을예정인데  풀유각 기준으로 7겁작이면 문제없지? 안받아주냐..?,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석과 관련해서 나이스단 논쟁이 결론이 안나는 이유는,https://www.inven.co.kr/board/lostark/6271/2054569?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Pek9273,2025-05-28 04:02,"비나이스단이 광범위하게 때려서 그럼  예를들어 1/1/1/1/2 나이스단이 욕먹어야 하나? 그렇다고 말하면 변신캐 키우는 다캐릭 유저는 왜 욕을 안먹는가?  어떤유저는 2/2/2 나이스단인데 서폿만 하는 유저임 이 유저도 욕을 먹어야하나?  어떤유저는 1/1/1/3 나이스단인데 도화가만 셋임 바드, 홀나는 취향이 아니라 도화가만 셋인데 욕먹어야하나?  또다른 로악귀는 본캐와 같은직업키우는 3나이스단인데 총 8캐릭을 키우고 나이스단 부캐 둘이 골드를 못받음 이경우도 나이스단이라 욕먹어야하나?  이런식으로 다양한 케이스가 있는데 이걸 '나이스단'하나로 묶으니 결론이 안나고 비난만이 남는거임   예상댓글) 유각은요? - 제목보고오십쇼",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
아 골두꺼비 유각만사고 다른걸 안샀네,https://www.inven.co.kr/board/lostark/6271/2054556?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,절물,2025-05-28 03:55,상관없겠지 이미누움,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석 감가를 막을 단하나의 해결책,https://www.inven.co.kr/board/lostark/6271/2054546?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,기디지비,2025-05-28 03:48,10겁 150만원이 개거품가격 이였던걸로 몰고가는거임  지금 30만원?  ㄴㄴ  아직도 멀었다  10만원이 적당하다     우리는 10만원정도의 가치로 설계했는데  쓸데없이 150만원으로 만든건 너네들이다       유각도 사실 마찬가지였음,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
흠 스펙업 유각이냐 보석이냐,https://www.inven.co.kr/board/lostark/6271/2054541?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,보삼,2025-05-28 03:47,고민이네 생각한건 6월 안으로 슈차 결대 다 읽고 여름에 보석 8겁작 정도,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1381970925.jpg?MW=800;https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1937446241.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
편린이라도 뜯어고치면 좀 나은가,https://www.inven.co.kr/board/lostark/6271/2054509?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,티콘,2025-05-28 03:34,영선팩 = 이제 필요없음 전선팩 = 이젠 필요없음 재료상자 = 당장 쓸 계획도 없고 양도 적음 실링 = 진짜 필요없음 카경 = 제일 필요없음  골드랑 유각말곤 다 쳐내자,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
슈모익 초심배마 vs 잔재블레,https://www.inven.co.kr/board/lostark/6271/2054436?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,원딜요,2025-05-28 03:08,뭐할까 유각은 초심쪽이 좀 더 겹치긴 함,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
공증 철회로 잃은게 너무많긴하네,https://www.inven.co.kr/board/lostark/6271/2054408?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,게임조어,2025-05-28 02:59,"1. 신뢰&무능함 라방에서 1차 2차, 그리고 공식홈페이지 공지까지 했던 내용을 철회했음 그리고 향후 어떤방식으로 나이스단을 하지않을 환경을 조성할것인지는 없고 즙만 짜냄   2. 나이스단을 하지않아도될 환경조성은  모든 유저에게로 전가됨 게임사는 절대 손해보지않는 방식으로 좀 더 빠르게 보석,유각 가치를 죽이려할듯   3. 비나이스단의 감가 n배 및 이탈 포셔랑 쫀지가 왜 줫같아하는지 이해할수있는 사람 여기 없을듯? 저번 라방공지에선 그나마 나이스단이 보석 털고 접었지만 얘네들은 그냥 접을 수 도없고 주식물린 주갤러랑 다를바가 없음   4. 커뮤 분위기 씹창 고도화 디렉터가 싸움을 끝내는게 아니라 2차전쟁을 열어버림   5. 앞으로 원대 계획에 대한 막연함 공증만있었을 경우는 구체적으로 나이스단을 할지말지 계산이되었지만 지금 나이스단들의 경우 앞으로 나이스단을 하나씩 쳐내야할지 고민됨 시즌4에 어떤패치가 들어올지 미래에대한 두려움?   6. 원대별 컨텐츠가 시즌3에는 나오지못함 던파의 경우 자신의 원정대 4개의 직업을 골라서 던전을 파훼하는 컨텐츠가나왔지만 로아는 시즌3에는 절대 못나올듯",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
!!보석감가!! 막을수있는 딱 한가지 방법!!!!,https://www.inven.co.kr/board/lostark/6271/2054289?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Dext,2025-05-28 02:26,가져왔습니다!!  보석상인을 만들면 됩니다  6렙보석 팔찌변환 1회  7렙보석 팔찌 2회 + 페온  8렙보석 팔찌3회 + 페온 + 골드가챠박스 + 블크가챠박스  9렙보석 팔찌4회 + 페온 + 골드가챠박스 + 블크가챠박스 + 탈것랜덤 (지금까지 나온 탈것 전부중 하나 구할수없는 탈것 포함) 교환가능ㅇ  10렙보석 9레벨 보석 보상+이동효과 랜덤+ 유각 선택주머니 or 랜덤 주머니  이런식으로 상인과 교환이 가능하게 만들고 거래소 사용 가능으로 만들면 나이스단이나 비나이스단이나 교환해서 쓸거고 손해는 스마게만 보는겁니다 단순히 스마게도 손해는 아닙니다 본인들 속썩이던 보석을 싱글모드교환(귀속)으로 할수도 있고 보석삭제 도 가능합니다  욕이섞인 팩트로 때려주셔도 됩니다 추천좀 주세요!!!,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
이 씨발새끼들 라방쳐키지말고 평소하던대로 알빠노나하지,https://www.inven.co.kr/board/lostark/6271/2054174?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,꿈뮤,2025-05-28 01:43,개병신새끼들마냥 금강선 그만두고 로아온 -> 로아온 사이에 자잘한 편의성업뎃 하나조차도 안하던 평소대로 유저들끼리 좆지랄나면서 갈라치기하면서 싸우는거 팝콘뜯으면서 구경이나 쳐하지  뭐한다고 씨팔 병신같은것들이 라방을 3번씩이나 쳐켜서 게임을 이렇게 박살내놔  그냥 아무것도 안하고 아드유각 = 냉장고 개고기겜 프레임 씌워진채로 카제로스출시때까지 가만냅뒀어도 겜 멀쩡했겠다 병신새끼들  지들이 비수기때 그동안 뭘해봤다고 쳐깝싸가지고 일을 이따구로 만든건지,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
인벤여론이 아니라 폿이 접을수 있지,https://www.inven.co.kr/board/lostark/6271/2054127?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Lotto,2025-05-28 01:31,97돌리셋 성장체감 ㅂㅅ 유각 각성  그리고 보석? 폿 3개 그중 남자 1이지만 너네들 하지마라  폿이 오래 참은거 같은데  서폿 딜지분 36퍼 같은걸 말해야지  조삼모사건 뭐건 지들이 먼저 설명해야하는데 안함  걍 인벤잘못이라는 여론이 있는데 인벤은 어차피 프로가 아님  돈 받고 일하면 지들이 좀 게임도 적당히 해서 게임을 이해해야지  유저가 음 깊은 뜻이 있을거야 이러겠음?,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
놀랍게도 디렉터는 감가 안잡는다고 했어,https://www.inven.co.kr/board/lostark/6271/2054113?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,cheehs,2025-05-28 01:27,현재 버는 골드보다 스펙업 요소가 너무 비싸다고  게임을 더 라이트하고 하고  유각을 제외하고는 확실하게 낮춘다고 했음  결국 천장이 너무 높아서 무리해서 올린 사람들만 감가맞는거지 뭐,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
25강 올유각에 중단일이면 짜치나,https://www.inven.co.kr/board/lostark/6271/2054103?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,중복쩐다,2025-05-28 01:25,유각은 채우는 맛에 읽었고 25강은 아바타 살려고 했는데 악세랑 보석은 중단일에 8겁작인데 중중~상하에 주력9겁작 정도는 해줘야 품위에 맞남,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
예전엔 내가 버는 골드보다 유각이 빠르게 올랐거든?,https://www.inven.co.kr/board/lostark/6271/2054016?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,껄껄준,2025-05-28 00:58,지금은 난 유튭 보는중인데 보석이 사달라고 마중 나오는중,https://upload3.inven.co.kr/upload/2025/05/28/bbs/i1174576880.jpg?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석 떡락하는거 뭐 그냥 완자 공정인거같은데,https://www.inven.co.kr/board/lostark/6271/2054012?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Api,2025-05-28 00:57,완자 생성과정이라 별생각 안들긴하네 유각도 가격 방어 잘되는거보면 다음 완자 재료들 쑥쑥 자라고 있는거 같고 보석 가치를 낮춘다는게 기존 유저 보석을 다 던져버리게 하겠다는건줄은 전혀 몰랐다 보석은 싸게 유각은 비싸게 경제를 잡아가는중인 대 재 학,https://upload3.inven.co.kr/upload/2025/01/13/sticker/i1843858725.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
라방끝나고 보석 안 팔았으면,https://www.inven.co.kr/board/lostark/6271/2053942?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,준또먹,2025-05-28 00:34,한캐릭만 8겁작 있어도 아드 유각 2장가까이 날라갔음 ㅋㅋㅋ,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
근데 지금 비수기라 감가 심할땐데,https://www.inven.co.kr/board/lostark/6271/2053931?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,청량사이다,2025-05-28 00:29,카제나온다고 흥하진않겠지만 신규레이드 준비기간에는 보석이고 유각이고 다 오르는데 왜 지금 갖다파는지 이해가 잘 안됨 지금보단 나을거 같은디 전디렉터가 레이드는 기깔나게 뽑잖음,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석 감가 된 김에 보석 시스템 구조도 이참에 뜯어 고쳐야 한다.,https://www.inven.co.kr/board/lostark/6271/2053891?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,사립오더,2025-05-28 00:14,"유저 이탈 여기서 더 없다고 생각해도 보석감가는 계속 떨어짐.   보석 값이 유지 되거나 오를려면   ""유저들이 보석을 계속 업그레이드 하면서 사용하고 있어야 한다.""    이게 중요한데 지금 로아 방향성은 반대로 가고 있음.   1. 게임을 라이트하게 바꾸겠다.  >> 고렙보석안들어도 클리어에 지장이 없다.    2. 광휘보석 추가 기본공격력증가 철회하겠다.  >> 효율을 위해 선택한 나이스단 게임사에서 막지 않겠다 선언 >> 보석을 귀속할 이유도 없어짐.    3. 보석레벨이 올라갈 수록 골드대비 효율이 안좋다.  >> 시즌2 멸화는 그나마 딜증 퍼센트 차이를 둬서 어느정도 해소 >> 시즌3는 기본공증 증가폭이 증가하지만 거의 의미 없는 수준 >> 고렙보석 낄빠에 유각을 읽거나 다른것에 스팩업 투자로 우선순위 밀림.   4.. 초각성스킬 및 일부 캐릭 구조로 인한 보석 효율 편차가 존재한다.  >> 겁화6개이상 낀 유저 대상으로 작열레벨이 올라갈수록 쿨정렬이 꼬여서 싸이클이 느러지는 기현상발생. >> 일격, 황후, 분망, 역천 등등 초각성스킬+각성기+출혈 딜지분이 극단적으로 높은 직업들의 상대적 낮은 겁화 효율 >> 직업마다 겁화, 작열 효율의 불균형 역대 최고치라 장담 가능.      1,2번은 게임사 운영으로 인한 나락  3,4번은 보석 구조로 인한 나락     1,2번은 솔직히그럴수 있다 침. 게임운영의 방향성이 어찌되었든  모든 유저들이 감내해야하는 부분이고,  보석의 경제적 가치는 상대적이니   근데  3,4번은 뭔 생각으로 방치함?    그냥 기본공증 버리고  초각성스킬 딜증이랑 쿨감을 11개 기준 각 레벨 효율와 동일하게 설정하면  초각성스킬로 인한 밸런스도 조절가능할텐데  왜 기본공증을 쳐 달아둔걸까?   서폿은 초각성스킬 버프 효율 증가 넣어주면 되고 ㅇㅇ     극단적인 예시로  야성(초각성스킬 딜지분 10퍼) 일격(초각성스킬 딜지분 50~60퍼)   가 8겁작>10겁작 통으류 올렸을때  과연 비슷한 효율을 가질까?  일격은 심지어 작열 효율도 의미 없을 정도로 안좋음.   지금은 8겁작이 대세이니 8겁작 기준으로 밸런스패 패치 한다 치자.   나중에 10겁작이 대세면?   10겁작 지표를 기준으로 일격은 상향시키고, 야성은 하향시킬거임?      경제적 가치는 둘째치고  3,4번은 효율적 가치에서  11개 보석을 온전히 쓴다는 가정하에서는 편차가 없어야하는게 정상인데   시즌2땐 변신캐랑 서폿멸화만 문제였다면   시즌3는 초각성스킬 및 아덴기 추가된 몇몇 직업들은  보석으로 인해 상대적으로 효율이 떨어진 상태가 됨.   이게 맞는 밸런스임?  멸화갯수 차이는 멸홍 자율 변환만 들어왔어도 솔직히별 문제 안됐을 문제임.  멸홍 갯수차이는 경제적가치의 문제였지.   근데 지금 보석 시스템 구조?  비싸긴 뒤지게 비싼데  효율이 그냥 이상함.   아 근데 이래 따지면 유각도 마찬가지인가? 띠바   그냥 시즌3은 망한 시즌맞음.   유각, 보석 비싼 스팩업 요소 2개가   그냥 직업간  불합리성 덩어리임.     유각, 보석 그냥 단순하게 바꿔야함.  인벤에서 자주 언급되는 포인트제도 같은걸로    3줄 요약   1. 게임 운영 방향성으로 인한 보석 감가는 당연한 것. 2. 그와중에 직업간 보석효율 밸런스 이상함. 3. 유각이랑 더불어 제일 비싼 스팩업 요소 2개가 직업간 불합리성 덩어리임",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
노기르 하나가기 힘드네,https://www.inven.co.kr/board/lostark/6271/2053836?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,lipopo,2025-05-28 00:02,배럭 홀나 여름에 여홀나나오면 바꾸려고 그냥 60에 주차시켰는데 화욜이라 그런가 랏딜에다가  다른 서폿들 죄다 7~8겁작에 유각도 읽고 있으니까 6겁작이라 파티 가기가 힘드네요  꼬공잡해도 아무도 안오길래 버스 탔는데 편하긴하네요 그냥 버스나 태워야겠다  근데 생각해보니까 여홀나 나와도 유각 없는건 같은데 보석 맞추면 레이드 잘 가려나 키우면 최소 80+은 갈거긴한데...,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
이놈의 게임은 진짜 득템 재미가 없는듯,https://www.inven.co.kr/board/lostark/6271/2053797?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,줄무늬망사,2025-05-27 23:51,"득템도 시발 뭐가 나와야 재미를 느끼지 확률을 ㅈ 같이 해놓으니까 그냥 지침  적당히 나와야 득템 재미라도 느끼지 이건 뭐…  카멘 출시전에 복귀해서 이태 단한번도 편린 10만골도 못먹어봄.  편린 5만골 최대 / 에기 0개 / 랜덤 유각 1개 / 선택 유각 0개 / 골두꺼비 4주 - 25만 / 강습 하드 고대 0번, 유물 0번 (올 영웅, 전설만 나옴) / 악세 상중 1개  유각 카게, 필보, 레이드 드랍으로 유효 먹은거 단 3개 끝 아드 1개, 저받 1개, 질증 1개  카멘 출시부터 이태 하루도 안빼먹고 존나열심히 하는데, 골드빼면 시체임.  득템도 득테인데 RPG면 게임 열심히 해서 시간 쏟는 만큼 얻는 보상이 있어야되는데 이 ㅈ같은 게임은 골드 말곤 먹을게 없네",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
점수 넘어도 안받는 이유는,https://www.inven.co.kr/board/lostark/6271/2053733?name=subjcont&keyword=%EC%9C%A0%EA%B0%81,질문좀해도,2025-05-27 23:34,"하르둠으로 생각해봤을때   올 유각이라 부캐 딱렙으로 점수컷을 넘겼다는 가정하에 상재 30초과 한부위도 없음, 본캐랑 직업 다름  이러면 본캐로만 깨보고 부캐 렙 올리자마자 왔을수도 있는건데 이 사람이 직업다른 부캐로도 깨본건 맞을까..  하는 생각에 안받을수도 있지 않을까??  그래서 안받는다고 이유 물어보고 따지려고 귓할거면 자기가 방 파서 가는게 맞다고 봄  이런애들 실제로 겪어보면 정신병자 같음",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각 드랍 확률은 더 줄여야 성장동기가 마련됨.,https://www.inven.co.kr/board/lostark/6271/2053722?p=2&name=subjcont&keyword=%EC%9C%A0%EA%B0%81,아우젠토,2025-05-27 23:30,"지금 확률은 공정하지가 않음  하르둠에서 유각이 확정 경매로 나오는것 제외하고 레이드 자체에서의 개인 드랍률은  1760 엘라엘라 에스더 유저가 하르둠을 도는 것과 1640 캐릭이 베히모스 도는 것이 별 차이가 없음.   이건 말이 안되는 거임. 여기서 나는 옆집 게임 시스템이 참 괜찮다고 생각했음     이건 요즘 한창 핫한 던파에서 보상을 주는 방식임  기본 보상을 1이라고 치고, 높은 던전을 갈수록 그 배수를 적용시켜 드랍함.    만약 지금 유각의 드랍 확률이 5%라고 친다면 이걸 1%까지 줄여버리고, x 1 로 정하는 거임.  그렇게 해서 베히, 하키에서는 x 1, 노기르, 노브에서는 x3, 하기르, 노르둠에서는 x5, 하브 에서는 x7, 하르둠에서는 x10으로 적용하는 거임    마찬가지로 어떤 유각이 뜨는가에도 적용이 가능함.  골두꺼비를 제외하면 유각의 드랍률은 동일하지가 않음.  아예 쓸모없는 각인(ex 굳은의지), 하위라인(중갑,급타) 중간라인(마효증, 마흐), 상위라인(질증, 기습, 타대) 최상위라인(아드, 원한) 으로 다섯가지로 분류해서 확률을 일괄적으로 조정함.   예시로 지금 유효 각인이 뜰 확률이 20%면 이걸 5%로 낮춰버리는 거임.  그리고 더 높은 레이드를 갈수록 주사위를 여러번 굴려서 가장 높은 등급이 드랍되게끔 하면 됨.   예를 들어 하르둠을 가면 주사위를 6번 굴림     이러면 주사위가 6번 돌아가면서 유효각인이 뜰 확률은 30%로 올라감.  그에 비해 하위 레이드인 베히, 하키에서는 지금의 30%에서 5%로 줄어드는거임.    보상 설계 자체를 이런식으로 차등 지급을 하면 RPG에서 그만한 성장동기가 있을까?  에스더 기운이나 이후 추가될만한 물욕템에도 적용 가능한 시스템이라 미래지향적인 확장성도 있음",https://upload3.inven.co.kr/upload/2025/05/27/bbs/i1823901794.png?MW=800;https://upload3.inven.co.kr/upload/2025/05/27/bbs/i1880811267.png?MW=800,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
보석 삭제 + 도감화 이건 어떤거 같아?,https://www.inven.co.kr/board/lostark/6271/2053715?p=2&name=subjcont&keyword=%EC%9C%A0%EA%B0%81,Rushine,2025-05-27 23:29,아까 몇십분 전에 어떤분이 글 올린거 봤는데...  보석을 일정량 삭제시키고 원정대 전체가 쓰도록 도감화 진행.   다시 되돌리는건 불가 삭제시킨 보석은 그냥 서버에서 삭제임. 삭제한 보석은 회수&현금화 불가능.  졸업하거나 자체 일정수준으로 자체졸업한 사람은 보석을 팔수는 있음.  약간 유각같은 개념으로 계정에 귀속시키자는 개념같은데... 이거하면 현금화로 지랄병 떨지는 않을거 같은데...  초기에는 반발이 오지게 나오겠지?  보석을 쓸라면 삭제시키고 원정대에 귀속시켜야 하고 다시 회수도 안 되니까,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
스마게 카제 때 난이도 조절 감당 가능한가?,https://www.inven.co.kr/board/lostark/6271/2053647?p=2&name=subjcont&keyword=%EC%9C%A0%EA%B0%81,사울팽,2025-05-27 23:12,인게임 재화 비용 싸지면서 전체적인 스펙업 비용이 굉장히 저렴해지고 있는데 이거 감당 가능한가?  카멘 때야 어느정도 스펙 상한선이 정해져 있었는데 비해 지금은 유각 보석 팔찌 강화 등등 고점이 굉장히 높은 상황에서 당장 3막 하드도 딜찍 기준이 낮아졌는데 종막 난이도 조절이 가능한가?   또 즉사 기믹에 낙사까지 난무할 거 같아서 벌써부터 어지럽네,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
유각 읽은거 환불만 가능하면 나도 접을 수 있을거 같은데,https://www.inven.co.kr/board/lostark/6271/2053617?p=2&name=subjcont&keyword=%EC%9C%A0%EA%B0%81,이쁜궁디빵야,2025-05-27 23:03,환불받고 컴한대 사서 스팀겜 하고싶네   이익,,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
로아 1년 가량 하면서 ㅈ같은 점,https://www.inven.co.kr/board/lostark/6271/2053612?p=2&name=subjcont&keyword=%EC%9C%A0%EA%B0%81,spellerror,2025-05-27 23:02,"경제고 뭐고 모코코라 잘 모르겠는데 그냥 게임 하차 직전에 글 좀 씀  1. 콘텐츠가 많은데 없음 -> 하루 1회 제한 2. 귀찮거나 쉬고 싶거나 아프거나 해도 일숙은 매일 해야 함 -> 안 그러면 무소과금 기준 성장 ㅈㄴ 느려짐 3. 레이드 깨면 더는 연습 못함 -> 전주엔 분명 숙련이었던 내가 담주엔 클경이라고? 하는 상황 발생 4. 캐릭 하나로 모이는 골드, 보석 택도 없음 -> 배럭 강제 5. 하위 구간 레이드 사람 물 빠지는 속도가 캐릭 성장하는 속도보다 빠름 -> 성장 빨리 하라고 누가 칼 들고 협박하는 수준 6. RPG의 근본인 사냥이 없음 -> 맵 돌면서 몹 잡아봤자 얻는 건 모험물이 끝 -> ㅈㄴ 희박하게라도 유각 뜨면 진짜 사냥터에 사람 ㅈㄴ 많을텐데... 7. 레이드+일숙 이후 게임에서 시간 보내봤자 가치가 ㅈ도 없음 -> 현금을 기준으로 보지 않더라도 오래 함으로써 캐릭이 강해지는 요소가 ㅈㄴ 빈약 -> 뉴비들도 빨리 올라갈 수 있게끔 하고 싶어서 사냥에 큰 가치를 두지 않은 거라도 시간을 쏟은 만큼은 다른 방식으로라도 가치가 있게 하든가 했어야지... 8. 정해진 시간마다 나오는 섬, 카게, 필보 때문에 특정 시간에 접속이 필수적으로 요구 됨 -> 급똥 마려우면 한 시간 더 기다려야 함, 섬은 2시간 ㅎ 9. 매일 같이 출첵 안 하면 카드 절대 못 맞춤 -> 매일 안 할 거면 카드 맞출 때 돈 써야 됨 -> 매일 한다 해도 다 모은 카드 나오면 진짜 피눈물 10. 깡통 올리기도 벅찬 데 예의 점수 존재 -> 근데 성장 요소는 ㅈㄴ 많고 지금까지 행보를 보면 더 늘어날 거처럼 보임  어느 날은 시간이 너무 많아서 길게 하고 싶어도 2~3시간 썪으면 할 게 ㅈㄴ 없어서 방황하게 되고 어느 날은 ㅈㄴ 쉬고 싶은데 출첵이든 일숙이든 하루 두 시간씩은 버려야 되고 근데 그렇다고 로아에서 보내는 시간이 가치가 있냐고 하면 일정 시간 이후부턴 가치가 아예 없음 경제 개박살난 시점에서 가치 하락 가속화  사시나 좀 더 맛 보다가 너프 먹으면 접어야겠다 ㄹㅇ~",,유각,65200605;65201505;65203105;65203905;65200805;65203305;65204105;65201005;65203705;65203505;65202805;65200505;65203005
